1000,0.10,10,0,120.687323ms,96.410113ms,21.059936ms,101.773435ms,114.943µs,3.049006ms,1.675652ms,1.701957ms,1.662355ms,2.118679ms,1.012625ms
1000,0.10,10,1,115.382996ms,118.630292ms,111.965µs,56.167287ms,33.065214ms,1.720078ms,3.691643ms,12.29507ms,2.123243ms,1.535784ms,1.316272ms
1000,0.10,10,2,118.19591ms,142.964477ms,72.808596ms,1.62011ms,588.897µs,1.246711ms,2.689676ms,2.105874ms,3.096065ms,1.526564ms,1.013555ms
1000,0.10,10,3,120.972902ms,127.864979ms,12.410974ms,4.908623ms,74.110685ms,1.43546ms,1.497543ms,6.565506ms,1.729394ms,3.170151ms,1.007775ms
1000,0.10,10,4,113.630378ms,162.432127ms,21.552773ms,102.531µs,24.161432ms,11.72473ms,6.866877ms,732.404µs,1.692559ms,1.357771ms,974.357µs
1000,0.10,10,5,119.25861ms,130.240663ms,66.707675ms,26.056162ms,420.138µs,1.040735ms,965.776µs,998.607µs,1.020106ms,1.054651ms,917.548µs
1000,0.10,10,6,121.471513ms,100.657138ms,12.992557ms,110.533687ms,188.937µs,1.111646ms,1.481624ms,1.448881ms,1.466115ms,1.182732ms,838.84µs
1000,0.10,10,7,119.919897ms,107.606192ms,65.31945ms,131.263µs,26.674918ms,20.969294ms,1.637249ms,1.562496ms,1.551229ms,1.40935ms,959.964µs
1000,0.10,10,8,121.395509ms,117.457512ms,9.856875ms,17.43153ms,39.796798ms,34.471858ms,3.529283ms,1.202006ms,2.587197ms,2.581181ms,1.068065ms
1000,0.10,10,9,116.460726ms,218.441345ms,105.716µs,1.251547ms,1.350952ms,1.359516ms,1.501403ms,1.393316ms,1.584602ms,1.365295ms,1.010943ms
1000,0.10,10,10,114.293263ms,109.355387ms,7.504646ms,33.465304ms,69.858247ms,111.123µs,2.833653ms,1.666976ms,1.650548ms,1.610097ms,931.527µs
1000,0.10,10,11,120.038405ms,147.39181ms,78.78461ms,117.547µs,116.133µs,1.787503ms,1.532347ms,1.756633ms,1.659339ms,987.263µs,903.179µs
1000,0.10,10,12,117.692384ms,105.872202ms,18.727221ms,35.498801ms,54.216525ms,3.340483ms,1.50937ms,2.073096ms,1.270854ms,7.402872ms,2.677607ms
1000,0.10,10,13,114.703177ms,93.579211ms,8.924551ms,123.509012ms,91.68µs,1.944024ms,1.708834ms,1.630213ms,1.584907ms,1.550606ms,1.042954ms
1000,0.10,10,14,117.742924ms,105.747757ms,111.939054ms,118.335µs,1.084023ms,1.344657ms,1.419917ms,1.649903ms,1.400032ms,1.32131ms,1.023784ms
1000,0.10,10,15,119.195657ms,130.923528ms,39.882831ms,4.772539ms,23.010083ms,4.488264ms,3.709506ms,13.733165ms,1.94537ms,2.580581ms,1.088519ms
1000,0.10,10,16,116.11267ms,162.241268ms,41.347323ms,105.967µs,22.368µs,1.629718ms,14.407937ms,5.033659ms,1.707476ms,2.180787ms,931.024µs
1000,0.10,10,17,115.945638ms,162.120175ms,22.98411ms,1.756941ms,32.828691ms,1.485395ms,1.692155ms,1.687265ms,1.034689ms,983.179µs,1.091767ms
1000,0.10,10,18,124.136965ms,106.20793ms,44.469184ms,40.159491ms,112.382µs,604.233µs,24.318453ms,4.120324ms,3.898762ms,2.591521ms,1.196618ms
1000,0.10,10,19,116.825938ms,216.257791ms,110.907µs,2.806992ms,67.677µs,559.61µs,1.066869ms,5.896027ms,2.140336ms,1.707566ms,1.577905ms
1000,0.10,31,0,47.310758ms,68.9087ms,10.388652ms,39.3212ms,3.245915ms,3.04027ms,2.261031ms,1.937865ms,1.817548ms,1.874906ms,1.797251ms
1000,0.10,31,1,48.395809ms,119.24414ms,539.19µs,1.695833ms,2.570695ms,2.600795ms,2.679539ms,2.449953ms,2.477193ms,1.829622ms,1.520115ms
1000,0.10,31,2,46.327286ms,69.601448ms,52.895558ms,106.132µs,2.978913ms,2.872471ms,3.430585ms,2.479206ms,1.824329ms,1.891227ms,1.87147ms
1000,0.10,31,3,46.565128ms,78.076999ms,21.696713ms,14.581686ms,11.886624ms,2.649216ms,3.03816ms,1.782828ms,1.901648ms,1.839118ms,1.923359ms
1000,0.10,31,4,44.810445ms,96.671803ms,13.001928ms,9.786721ms,696.307µs,2.819817ms,1.811962ms,2.68361ms,3.296356ms,3.858779ms,1.689309ms
1000,0.10,31,5,46.974837ms,97.621307ms,24.96859ms,362.289µs,40.328µs,2.928299ms,2.065048ms,1.72364ms,1.711409ms,1.708338ms,1.858012ms
1000,0.10,31,6,48.237407ms,113.536582ms,1.676942ms,2.093115ms,3.108866ms,3.399377ms,4.833209ms,1.969875ms,1.844363ms,1.735942ms,1.711057ms
1000,0.10,31,7,45.866428ms,57.383034ms,16.872652ms,48.583135ms,193.88µs,1.785755ms,2.043094ms,2.92913ms,2.06542ms,3.338206ms,2.270537ms
1000,0.10,31,8,48.820358ms,119.226276ms,112.647µs,967.921µs,1.896062ms,2.114831ms,3.052682ms,2.719421ms,2.531127ms,2.740722ms,1.629817ms
1000,0.10,31,9,47.500876ms,64.831914ms,52.350103ms,119.304µs,2.908657ms,4.260656ms,1.829277ms,2.99604ms,2.599574ms,1.851735ms,1.891071ms
1000,0.10,31,10,46.859951ms,120.649193ms,116.603µs,20.551µs,3.558309ms,2.075336ms,1.753599ms,1.91369ms,2.024862ms,1.773148ms,1.595033ms
1000,0.10,31,11,46.461825ms,110.832611ms,113.519µs,1.6885ms,9.469992ms,4.062116ms,4.777429ms,2.108348ms,1.946525ms,3.59123ms,1.939234ms
1000,0.10,31,12,46.428452ms,117.254352ms,311.616µs,1.840508ms,1.930631ms,1.825976ms,3.211376ms,2.874932ms,1.952739ms,1.900109ms,1.648568ms
1000,0.10,31,13,45.28079ms,53.543001ms,54.560955ms,1.974306ms,2.810966ms,11.270716ms,1.957221ms,1.870482ms,1.995012ms,2.252343ms,1.696584ms
1000,0.10,31,14,46.744685ms,119.503752ms,1.332605ms,2.882404ms,2.889228ms,2.412629ms,1.744739ms,1.666333ms,1.743778ms,2.176106ms,1.578609ms
1000,0.10,31,15,47.947725ms,89.078177ms,31.32567ms,99.023µs,1.581445ms,1.773164ms,1.63971ms,4.029729ms,2.281908ms,2.204065ms,1.76366ms
1000,0.10,31,16,47.564006ms,117.809353ms,1.418408ms,3.126326ms,2.084336ms,1.961768ms,2.644973ms,2.179127ms,1.767688ms,1.944959ms,1.668214ms
1000,0.10,31,17,46.767483ms,111.277184ms,3.769892ms,3.027221ms,2.896122ms,2.912193ms,2.984813ms,2.694734ms,2.88721ms,2.929764ms,1.711619ms
1000,0.10,31,18,45.083724ms,118.037075ms,113.296µs,2.758069ms,861.073µs,2.29068ms,2.9507ms,3.707948ms,2.746296ms,2.991106ms,2.145388ms
1000,0.10,31,19,47.537721ms,118.201907ms,120.231µs,2.567215ms,3.002032ms,2.602131ms,2.582833ms,2.858448ms,2.440962ms,1.753386ms,1.565628ms
1000,0.10,6,0,211.712114ms,192.56912ms,21.216809ms,5.763236ms,33.847441ms,17.036698ms,9.63661ms,5.435739ms,3.895836ms,30.565713ms,1.562814ms
1000,0.10,6,1,213.149337ms,127.280256ms,11.08735ms,137.228425ms,14.907131ms,2.595199ms,1.457271ms,17.595038ms,3.386553ms,1.071768ms,793.754µs
1000,0.10,6,2,219.08671ms,259.708794ms,44.572833ms,116.901µs,1.414093ms,48.563µs,869.977µs,1.397649ms,1.097636ms,789.524µs,652.617µs
1000,0.10,6,3,210.961139ms,130.251042ms,89.916158ms,47.22548ms,31.584925ms,3.124298ms,65.329µs,5.4755ms,1.379403ms,3.063254ms,1.762436ms
1000,0.10,6,4,214.40022ms,198.980559ms,115.72µs,21.234µs,86.199491ms,109.683µs,20.927594ms,8.312984ms,1.569726ms,1.198668ms,817.035µs
