1000,0.10,10,0,128.926941ms,101.341581ms,5.397664ms,4.755833ms,11.647544ms,3.162734ms,4.612173ms,1.746634ms,2.28933ms,1.816497ms,1.404677ms
1000,0.10,10,1,129.062483ms,105.31288ms,5.392849ms,12.879832ms,2.28971ms,2.546476ms,1.756829ms,2.112103ms,2.687768ms,2.30142ms,1.182097ms
1000,0.10,10,2,126.623006ms,104.073756ms,14.398257ms,2.608497ms,4.05736ms,1.557088ms,4.707744ms,1.981294ms,2.495841ms,1.338057ms,2.315919ms
1000,0.10,10,3,126.839136ms,103.303206ms,13.948796ms,2.76174ms,1.793203ms,4.739182ms,3.116145ms,2.092603ms,4.065769ms,1.143211ms,1.643978ms
1000,0.10,10,4,129.385841ms,102.888285ms,18.812858ms,2.634737ms,5.929513ms,2.036507ms,2.574223ms,2.04703ms,1.500672ms,1.324998ms,1.72289ms
1000,0.10,10,5,129.528107ms,116.499663ms,3.727416ms,1.919835ms,3.272212ms,3.887763ms,1.606529ms,3.039868ms,2.271817ms,2.219504ms,1.371488ms
1000,0.10,10,6,126.982941ms,102.578119ms,12.497197ms,2.92875ms,1.864992ms,1.975627ms,4.982841ms,4.155891ms,1.09816ms,7.622284ms,1.024942ms
1000,0.10,10,7,129.38857ms,100.288333ms,3.803598ms,5.147109ms,3.009033ms,3.26471ms,15.949404ms,2.201341ms,3.266401ms,5.700334ms,3.303267ms
1000,0.10,10,8,130.096182ms,108.865925ms,10.222646ms,8.877306ms,4.939912ms,2.393466ms,4.688329ms,1.93953ms,4.970751ms,3.381528ms,1.147303ms
1000,0.10,10,9,130.919963ms,103.604728ms,7.768646ms,2.974087ms,5.590752ms,6.080728ms,4.066989ms,3.338114ms,3.102531ms,1.874604ms,1.72159ms
1000,0.10,10,10,128.641909ms,116.1996ms,2.675272ms,10.87574ms,42.017µs,1.835784ms,1.845659ms,1.848575ms,2.768426ms,1.891653ms,1.137338ms
1000,0.10,10,11,136.51696ms,116.069867ms,1.467638ms,1.884044ms,1.74517ms,2.799892ms,5.724437ms,4.990897ms,2.063387ms,2.282395ms,1.055424ms
