1000,0.10,10,0,1.803130214s,1706466635555871667
1000,0.10,10,1,2.25787595s,1706466637359914999
1000,0.10,10,2,1.624787162s,1706466639617868493
1000,0.10,10,3,1.758576218s,1706466641242707038
1000,0.10,10,4,1.390425215s,1706466643001363946
1000,0.10,10,5,1.193007215s,1706466644391850580
1000,0.10,10,6,974.752936ms,1706466645584920276
1000,0.10,10,7,1.323148122s,1706466646559734098
1000,0.10,10,8,1.548497081s,1706466647882965467
1000,0.10,10,9,1.24271797s,1706466649431538670
1000,0.10,10,10,1.572443872s,1706466650674332653
1000,0.10,10,11,1.572602492s,1706466652246838721
1000,0.10,10,12,1.29901375s,1706466653819495261
1000,0.10,10,13,1.416585043s,1706466655118570935
1000,0.10,10,14,1.259495364s,1706466656535207151
1000,0.10,10,15,1.246813147s,1706466657794753806
1000,0.10,10,16,1.465135727s,1706466659041624817
1000,0.10,10,17,1.344960759s,1706466660506823788
1000,0.10,10,18,1.980471289s,1706466661851841415
1000,0.10,10,19,1.562482133s,1706466663832362145
1000,0.10,31,0,461.698208ms,1706466665400187874
1000,0.10,31,1,509.957398ms,1706466665861946084
1000,0.10,31,2,477.111876ms,1706466666371945114
1000,0.10,31,3,541.906668ms,1706466666849101505
1000,0.10,31,4,745.068485ms,1706466667391070708
1000,0.10,31,5,1.127638998s,1706466668136190406
1000,0.10,31,6,701.448035ms,1706466669263888661
1000,0.10,31,7,795.380093ms,1706466669965410692
1000,0.10,31,8,408.841119ms,1706466670760851968
1000,0.10,31,9,634.851978ms,1706466671169753576
1000,0.10,31,10,382.66518ms,1706466671804664476
1000,0.10,31,11,477.271767ms,1706466672187388119
1000,0.10,31,12,387.389572ms,1706466672664718076
1000,0.10,31,13,601.075958ms,1706466673052167739
1000,0.10,31,14,507.460609ms,1706466673653303262
1000,0.10,31,15,494.166301ms,1706466674160823655
1000,0.10,31,16,533.703465ms,1706466674655049172
1000,0.10,31,17,447.885512ms,1706466675188796712
1000,0.10,31,18,526.039708ms,1706466675636732945
1000,0.10,31,19,867.439257ms,1706466676162831640
1000,0.10,6,0,2.739799477s,1706466677035215509
1000,0.10,6,1,2.600893408s,1706466679775103527
1000,0.10,6,2,2.122544052s,1706466682376080891
1000,0.10,6,3,2.037390659s,1706466684498680019
1000,0.10,6,4,2.182571491s,1706466686536125112
1000,0.10,6,5,1.913074479s,1706466688718758112
1000,0.10,6,6,1.661651596s,1706466690631908074
1000,0.10,6,7,1.766238978s,1706466692293615216
1000,0.10,6,8,1.504174019s,1706466694059929128
1000,0.10,6,9,1.768583385s,1706466695564146784
1000,0.10,6,10,2.294734047s,1706466697332784775
1000,0.10,6,11,1.66907988s,1706466699627600108
1000,0.10,6,12,1.677039583s,1706466701296740921
1000,0.10,6,13,2.18935259s,1706466702973856611
1000,0.10,6,14,1.336126518s,1706466705163284927
1000,0.10,6,15,1.490411819s,1706466706499625628
1000,0.10,6,16,1.576183743s,1706466707990141339
1000,0.10,6,17,1.437414123s,1706466709566379478
1000,0.10,6,18,1.303957978s,1706466711003869378
1000,0.10,6,19,1.76350438s,1706466712307882346
1000,0.25,10,0,1.070335748s,1706466714081304021
1000,0.25,10,1,880.194994ms,1706466715151716030
1000,0.25,10,2,965.247239ms,1706466716031957877
1000,0.25,10,3,964.992352ms,1706466716997255711
1000,0.25,10,4,884.7275ms,1706466717962295411
1000,0.25,10,5,1.130692713s,1706466718847083539
1000,0.25,10,6,1.244043482s,1706466719977832313
1000,0.25,10,7,1.195554084s,1706466721221926603
1000,0.25,10,8,976.886921ms,1706466722417564561
1000,0.25,10,9,1.148417719s,1706466723394502494
1000,0.25,10,10,1.094975064s,1706466724542993650
1000,0.25,10,11,906.902866ms,1706466725638016749
1000,0.25,10,12,771.776066ms,1706466726544970980
1000,0.25,10,13,877.689765ms,1706466727316794789
1000,0.25,10,14,956.437431ms,1706466728194531788
1000,0.25,10,15,1.15955571s,1706466729151024301
1000,0.25,10,16,854.895473ms,1706466730310665459
1000,0.25,10,17,819.362964ms,1706466731165616011
1000,0.25,10,18,1.053955332s,1706466731985032829
1000,0.25,10,19,776.070835ms,1706466733039042678
1000,0.25,31,0,256.302641ms,1706466733820204804
1000,0.25,31,1,288.504807ms,1706466734076565354
1000,0.25,31,2,538.407622ms,1706466734365113385
1000,0.25,31,3,341.94129ms,1706466734903568404
1000,0.25,31,4,401.570185ms,1706466735245566792
1000,0.25,31,5,623.064298ms,1706466735647213849
1000,0.25,31,6,396.020593ms,1706466736270374304
1000,0.25,31,7,441.63475ms,1706466736666445681
1000,0.25,31,8,425.26158ms,1706466737108156086
1000,0.25,31,9,587.402783ms,1706466737533479404
1000,0.25,31,10,363.215889ms,1706466738120933809
1000,0.25,31,11,434.868479ms,1706466738484226816
1000,0.25,31,12,431.11617ms,1706466738919155638
1000,0.25,31,13,334.012709ms,1706466739350319533
1000,0.25,31,14,306.05941ms,1706466739684407288
1000,0.25,31,15,324.547351ms,1706466739990539738
1000,0.25,31,16,329.847745ms,1706466740315159640
1000,0.25,31,17,328.79998ms,1706466740645052374
1000,0.25,31,18,307.753357ms,1706466740973925293
1000,0.25,31,19,297.75369ms,1706466741281760878
1000,0.25,6,0,1.389161957s,1706466741584305712
1000,0.25,6,1,1.379556413s,1706466742973573899
1000,0.25,6,2,1.264310497s,1706466744353181784
1000,0.25,6,3,1.360027071s,1706466745617553745
1000,0.25,6,4,1.565178166s,1706466746977767042
1000,0.25,6,5,1.361897148s,1706466748543002659
1000,0.25,6,6,1.106063149s,1706466749904976315
1000,0.25,6,7,1.067345795s,1706466751011100912
1000,0.25,6,8,1.267494259s,1706466752078530454
1000,0.25,6,9,1.148319902s,1706466753346079539
1000,0.25,6,10,1.111630973s,1706466754494487379
1000,0.25,6,11,1.110038839s,1706466755606194810
1000,0.25,6,12,1.097343638s,1706466756716308735
1000,0.25,6,13,1.207906102s,1706466757813700440
1000,0.25,6,14,1.058239071s,1706466759021682560
1000,0.25,6,15,971.493002ms,1706466760079968761
1000,0.25,6,16,936.353492ms,1706466761051537459
1000,0.25,6,17,952.863648ms,1706466761987989558
