1000,0.10,10,0,136.853227ms,60.409897ms,5.624102ms,902.325µs,1.133964ms,896.798µs,1.018571ms,1.083285ms,1.546692ms,1.896819ms,3.61173ms
1000,0.10,10,1,146.190066ms,62.05567ms,1.494917ms,1.157919ms,6.499588ms,2.609894ms,2.700909ms,2.408701ms,1.72698ms,1.915936ms,1.989367ms
1000,0.10,10,2,142.539292ms,64.445491ms,1.562846ms,1.567813ms,1.092493ms,1.515513ms,1.472992ms,2.967099ms,2.356387ms,2.835342ms,2.955537ms
1000,0.10,10,3,135.179699ms,60.620763ms,4.808531ms,874.514µs,2.130198ms,1.666932ms,4.653481ms,1.474687ms,1.037617ms,3.229312ms,1.229139ms
1000,0.10,10,4,139.134665ms,65.117894ms,3.301039ms,2.219643ms,1.3968ms,1.705887ms,1.700827ms,2.826949ms,2.359548ms,966.704µs,828.908µs
1000,0.10,10,5,138.086128ms,66.176019ms,1.524154ms,1.413584ms,3.184114ms,1.891682ms,2.091716ms,1.969155ms,3.23203ms,1.035877ms,1.141437ms
1000,0.10,10,6,136.616812ms,63.302635ms,2.787048ms,2.174239ms,919.081µs,2.138929ms,1.462739ms,1.497116ms,2.78134ms,1.713846ms,949.581µs
1000,0.10,10,7,154.996583ms,61.560933ms,2.98813ms,1.620799ms,2.23956ms,1.483457ms,1.285781ms,2.05551ms,2.22983ms,1.902751ms,2.757367ms
1000,0.10,10,8,138.85351ms,67.607151ms,1.449223ms,1.673235ms,1.308344ms,1.608491ms,1.924808ms,1.615442ms,3.038543ms,1.326507ms,1.126279ms
1000,0.10,10,9,146.753915ms,65.077044ms,3.337688ms,2.590472ms,1.440878ms,2.582258ms,1.400504ms,1.064619ms,919.002µs,950.596µs,3.091032ms
1000,0.10,10,10,142.088423ms,63.657876ms,3.831377ms,2.2784ms,1.312375ms,1.361779ms,1.260434ms,1.129689ms,1.491473ms,1.478426ms,2.118977ms
1000,0.10,10,11,140.717228ms,64.563983ms,1.502092ms,1.292009ms,2.01584ms,1.871315ms,1.24491ms,3.190758ms,2.511007ms,1.958998ms,2.78141ms
1000,0.10,10,12,141.293949ms,65.666876ms,2.797521ms,1.727763ms,1.599667ms,2.230106ms,1.647612ms,1.801593ms,1.354423ms,1.262335ms,1.965163ms
1000,0.10,10,13,136.211117ms,63.746915ms,973.345µs,2.154721ms,3.042355ms,1.076895ms,1.210222ms,2.125951ms,2.585886ms,5.485237ms,1.124362ms
1000,0.10,10,14,142.1634ms,65.727512ms,3.753649ms,1.330171ms,3.483112ms,1.761043ms,2.412217ms,1.382718ms,1.515912ms,1.746316ms,2.185544ms
1000,0.10,10,15,134.166979ms,61.301334ms,5.350877ms,1.526515ms,1.15268ms,3.149555ms,1.804545ms,2.404306ms,1.163177ms,2.397183ms,1.73066ms
1000,0.10,10,16,148.164324ms,64.311666ms,1.538205ms,3.16744ms,1.543153ms,1.483202ms,1.43881ms,1.55098ms,1.825044ms,3.042168ms,1.529526ms
1000,0.10,10,17,131.267062ms,64.540567ms,1.082883ms,1.377914ms,2.693877ms,2.334112ms,1.044264ms,1.795767ms,1.872978ms,1.668214ms,1.989826ms
1000,0.10,10,18,146.763706ms,63.276319ms,3.728295ms,4.072829ms,2.552082ms,2.169423ms,1.307663ms,1.026444ms,1.815487ms,1.808536ms,1.39918ms
1000,0.10,10,19,142.37083ms,64.875388ms,895.083µs,2.707395ms,1.688551ms,1.635569ms,2.465465ms,1.619736ms,1.721416ms,3.955261ms,1.011104ms
1000,0.10,31,0,63.83215ms,41.954245ms,1.792642ms,1.725933ms,1.700227ms,2.45586ms,1.776824ms,1.753573ms,1.984446ms,2.143228ms,2.070813ms
1000,0.10,31,1,64.351273ms,43.112865ms,2.795143ms,2.243735ms,2.916899ms,1.703327ms,1.479275ms,1.529984ms,1.414874ms,1.640579ms,1.406625ms
1000,0.10,31,2,65.1386ms,40.009145ms,2.948287ms,2.411841ms,2.645616ms,1.701728ms,1.619887ms,1.762629ms,1.763371ms,1.52699ms,1.51673ms
1000,0.10,31,3,65.340605ms,41.018864ms,2.08242ms,1.739272ms,2.559612ms,1.636303ms,1.679817ms,1.755862ms,1.667575ms,1.654577ms,1.61179ms
1000,0.10,31,4,55.441715ms,42.379203ms,3.659485ms,1.868328ms,1.830308ms,1.74063ms,2.262255ms,1.746161ms,1.682072ms,1.697763ms,1.633968ms
1000,0.10,31,5,59.728339ms,37.822187ms,1.848834ms,6.46429ms,3.086656ms,2.30484ms,2.357486ms,2.479681ms,1.619327ms,2.662102ms,2.505937ms
1000,0.10,31,6,56.229309ms,40.340566ms,4.873388ms,2.736265ms,2.381153ms,3.655397ms,2.262998ms,2.26609ms,2.519045ms,2.254441ms,1.547525ms
1000,0.10,31,7,62.394778ms,40.926262ms,3.287542ms,1.965621ms,1.921388ms,2.087028ms,1.797264ms,2.382274ms,3.399812ms,3.353512ms,1.488009ms
1000,0.10,31,8,66.43542ms,38.995814ms,2.438544ms,5.287959ms,2.327533ms,2.307994ms,2.520625ms,1.507803ms,1.468948ms,1.562057ms,1.375247ms
1000,0.10,31,9,61.691365ms,38.847168ms,2.571339ms,3.336872ms,2.116125ms,1.771145ms,1.798001ms,1.829678ms,1.742088ms,1.860772ms,2.099702ms
